NOME DO PRODUTO,PREÇO
MAMADEIRA BLOO 240 ML REF.: 00105/ 00106	,	 7.84 
MAMADEIRA CHUQUINHA C/ 50 ML LILLO COD. 601110	,	 13.25 
MAMADEIRA CHUQUINHA LILLO 50ML TAM1 604520/ 604530	,	 17.58 
MAMADEIRA FIONA 120 ML 801520/ 801530/ 803520	,	 18.09 
MAMADEIRA FIONA 150 ML 821720 821730 821740 821750	,	 18.59 
MAMADEIRA FIONA 200 ML SILICONE ORTO	,	 19.18 
MAMADEIRA FIONA 240 ML SILICONE ORTO REF. 801620	,	 18.45 
MAMADEIRA FIONA 240 ML SILICONE REDONDO	,	 18.45 
MAMADEIRA FIONA 300 ML SILICONE (SORTIDOS)	,	 28.02 
MAMADEIRA FIONA CHUQUINHA 821620 1630 1640 1650	,	 13.45 
MAMADEIRA FIONA DESENHOS 160 ML REF. 7116	,	 6.45 
MAMADEIRA FIONA KIT FASES C/ 240/ 120/ 50 ML	,	 52.35 
MAMADEIRA FLY COLORS 250 ML REF. 3475	,	 9.53 
MAMADEIRA FLY COLORS 250 ML REF. 3548	,	 14.38 
MAMADEIRA FLY COLORS ORTO 250 ML REF. 2548	,	 12.37 
MAMADEIRA KROLON LISA C/ 240 ML (SIMPLES)	,	 2.99 
MAMADEIRA LILLO 300 ML REF:635401	,	 41.75 
MAMADEIRA LILLO DESIGN 300 ML 606421/ 606431	,	 51.60 
MAMADEIRA LILLO DESIGN SMART 180 ML	,	 43.35 
MAMADEIRA LILLO DESIGN SMART 300 ML	,	 53.00 
MAMADEIRA LILLO DIVERTIDA 120 ML R. 614221/ 614231	,	 26.85 
MAMADEIRA LILLO DIVERTIDA 260 ML	,	 27.00 
MAMADEIRA LILLO DIVERTIDA TRAD 240 ML	,	 29.98 
MAMADEIRA LILLO DIVERTIDA TRAD 240 ML 614131	,	 29.35 
MAMADEIRA LILLO EVOLUTION 240 ML (SORTIDOS)	,	 45.00 
MAMADEIRA LILLO MAGIA  240 ML (SORTIDOS)	,	 30.12 
MAMADEIRA LILLO N. COR. 250ML SILIC COD 9871	,	 17.81 
MAMADEIRA LILLO SUPER 260 ML REF. 605731/ 605721	,	 27.00 
MAMADEIRA LILLO SUPER 300 ML 600521/614421/ 614431	,	 38.99 
MAMADEIRA LILLO SUPER MAGIA 260 ML REF. 611951	,	 30.15 
MAMADES 75 MG C/ 28 COMP.	,	 35.45 
MAMAE BEBE COND 	,	 14.10 
MAMAE E BEBE COL. C/ 100 ML	,	 37.80 
MAMAE E BEBE KIT.COMPLETO C/ BOLSA	,	 150.90 
MAMAE E BEBE LENCOS UMEDECIDOS	,	 11.50 
MAMAE E BEBE SH. NATURA 200ML	,	 14.10 
MAMARE 1 PAR PROT. SEIOS C/ GEL	,	 98.32 
MAMY DRAT LOC. CORPORAL C/ 120 G (SORTIDOS)	,	 34.72 
MAMY LAN LANOLINA HIPOALERGENICO C/ 30 G (U. Q.)	,	 32.25 
MAMYPOKO FR. DESC. MEGA P/ M/ G (UNICHARM)	,	 53.85 
MAMYPOKO FR. DESC. REG P/ M/ G (UNICHARM)	,	 29.14 
MANA 60 G            CATARINENSE	,	 10.80 
MANICURE KIT TRIM (SORTIDOS)	,	 16.37 
MANITOL 20% SOL. INJ. C/ 250 ML (SANOBIO)	,	 20.59 
MANSIL 250 MG C/ 1 CAPS.	,	 16.16 
MANSIL XPE. C/ 12 ML	,	 60.97 
MANTEIGA DE CACAU BATOM (PHARMA)	,	 2.50 
MANTEIGA DE CACAU BATOM (ZIIN ZIIN)	,	 2.50 
MANTEIGA DE CACAU ROLL-ON (PHARMA/ ACQUALIPS)	,	 6.00 
MANTIDAN 100 MG C/ 20 COMP. (C1) (MOMENTA)	,	 24.41 
MANTIDAN 100 MG C/ 30 COMP.	,	 36.32 
MAQ DERMA CX. C/ 30 CAPS.	,	 94.42 
MAQUIAGEM INFANTIL POP VINYX C/ 1 UNID PVC-B/C/E/F	,	 4.75 
MAQUIAGEM INFANTIL VINYX (SORTIDOS)	,	 5.47 
MAQUIAGEM JASMYNE COD. V012-F	,	 5.85 
MAQUIAGEM JASMYNE COD. V014 SOMBRA	,	 24.96 
MAQUIAGEM JASMYNE COD. V015-II/ V015-III	,	 13.35 
MAQUIAGEM JASMYNE COD. V020	,	 44.85 
MAQUIAGEM JASMYNE COD. V025	,	 28.20 
MAQUIAGEM JASMYNE COD. V030-2	,	 30.72 
MAQUIAGEM JASMYNE COD. V031-2	,	 11.85 
MAQUIAGEM JASMYNE COD. V034B SOMBRA 3D	,	 31.68 
MAQUIAGEM JASMYNE COD. V035	,	 54.60 
MAQUIAGEM JASMYNE COD. V042	,	 82.80 
MAQUIAGEM JASMYNE COD. V046-I / V046-2	,	 36.48 
MAQUIAGEM JASMYNE COD. V056-C-1 / V056-1	,	 39.84 
MAQUIAGEM JASMYNE COD. V307-1/ V307-2/ V307-3	,	 7.20 
MAQUIAGEM JASMYNE COD. V308-1/ V308-2/ V308-3	,	 7.20 
MAQUIAGEM JASMYNE COD. V320-1	,	 5.85 
MAQUIAGEM JASMYNE COD. V612 / V612-1	,	 38.85 
MAQUIAGEM JASMYNE COD. V804	,	 44.64 
MAQUIAGEM JASMYNE COD. V909 SOMBRA 3D	,	 23.52 
MAQUIAGEM JASMYNE COD. V910	,	 14.10 
MAQUIAGEM JASMYNE COD. V915-01	,	 18.90 
MAQUIAGEM JASMYNE COD. V922 SOMBRA 3D	,	 31.68 
MAQUIAGEM JASMYNE COD. V951A KIT SOMBRA 3D	,	 74.88 
MAQUIAGEM JASMYNE COD. V952 SOMBRA 3D	,	 70.08 
MAQUIAGEM LUISANCE COD. 06167	,	 29.70 
MAQUIAGEM MACRILAN KIT SOMBRA 3D REF. CR9205	,	 54.24 
MAQUIAGEM SOMBRA 3D BRUSH C/ 1 UNID (JASMYNE) V953	,	 5.42 
MAQUIAGEM VIVAI SOMBRAS COD. A-657/ A-640/ A-633	,	 5.57 
MARACUGINA C/ 45 DRAGEAS	,	 83.00 
MARACUGINA LIQ. C/ 150 ML	,	 77.11 
MARACUGINA PI 90 MG C/ 100 ML+ COPO (COSMED)	,	 52.14 
MARACUJA CONCENTRIX C/ 100 ML (LEGRAND)	,	 38.85 
MARACUJA LIQ. C/100ML  BELFAR	,	 10.96 
MARACUJAX COMPLEMENTO NUTRICIONAL 50 G	,	 24.09 
MARAX CX. C/ 20 COMP.	,	 16.84 
MARAX XPE 120 ML	,	 15.92 
MARCA TEXTO AMARELO (FABER-CASTELL)	,	 1.20 
MARCADOR BIC BRITE LINER C/ 12 UNID.	,	 17.47 
MARCAINA 0.25 S/VAS. 6X20 ML	,	 168.67 
MARCAINA 0.75 C/EPIN.6X20 ML	,	 192.94 
MARCAINA 0.75 S/VAS. 6X20 ML	,	 192.44 
MARCAINA 0.50 C/EPIN.6X20 ML	,	 192.90 
MARCAINA 0.50 S/VAS. 6X20 ML	,	 189.72 
MARCAINA ISOBARICA 0.5% 20X4ML	,	 183.23 
MARCAINA PESADA 0.5% 20X4 ML	,	 281.09 
MARCO BONI PENTE FINO C/ 1 UND.	,	 4.49 
MARCO BONI PINCEL DE BARBA C/ 1 UNID.	,	 12.59 
MARCO BONI SABONETEIRA C/ 1 UNID.	,	 5.66 
MARCO BONI TOUCA P/ BANHO C/ 1 UNID. REF. 8415	,	 3.15 
MARCOUMAR CPR. C/25	,	 14.40 
MARESIS AR SPRAY C/ 100 ML (FQM)	,	 61.34 
MARESIS BABY SOL. SPRAY C/ 100 ML (FARMOQUIMICA)	,	 52.31 
MARESIS JATO FORTE SOL. NASAL C/ 150 ML	,	 79.83 
MARESIS SPRAY 0.9% C/ 100 ML (FQM)	,	 60.04 
MAREVAN 2.5 MG C/ 60 COMP. 	,	 32.82 
MAREVAN 5 MG C/ 10 COMP.	,	 10.78 
MAREVAN 5 MG C/ 30 COMP.	,	 33.13 
MAREVAN 7.5 MG C/ 30 COMP.	,	 48.63 
MARIA CHICA BOLA C/ 1 UNID	,	 2.25 
MARIA CHICA LUXO C/ 1 UNID. COLORIDAS	,	 0.90 
MARIA CHICA LUXO C/ 2 UNID. PEDRAS	,	 2.25 
MARTEL PDA. C/30 GR	,	 8.51 
MASC. CAP. MANTEIGA KARITE 500ML FR	,	 3.35 
MASC. CAP. RED. DE VOL. 500G. FR	,	 3.35 
MASC. CREMOSA REP. DE PONT. 500G FR	,	 3.15 
MASCARA CAPILAR CASULAO BICHO S BOM C/ 500 G	,	 20.85 
MASCARA CAPILAR DABELLE HAIR INTENSE C/ 400 G	,	 22.21 
MASCARA CAPILAR DABELLE HAIR INTENSE C/ 800 G	,	 26.92 
MASCARA DE TECIDO C/ 1 UNID. (TWOONE)	,	 7.72 
MASCARA DESC. C/ 1 UNID. (KESTAL)	,	 2.00 
MASCARA DESC. C/ 1 UNID. (MULTILASER)	,	 2.00 
MASCARA INF. PATATI -  PATATA C/ 1 UNID.	,	 2.00 
MASS 25.550 C/ 3 KG SORTIDOS (HEALTH LABS)	,	 44.85 
MASS TITANIUM 17500 C/ 1.4 MG (SUPLEY)	,	 49.94 
MASSA 3200 ANTI-CATABOLIC C/ 1680 G (PROBIOTICA)	,	 114.75 
MASSA DE MODELAR MAGIC C/ 300 G	,	 38.00 
MASSA PULA & MOLDA MAGIC C/ 1 UNID.	,	 3.00 
MASSAGE ONE GEL P/ MASSAGEM C/ 60 G (CIMED)	,	 18.51 
MASSAGENO MASSA CAPILAR 500GR.	,	 7.44 
MASSAGEOL AEROSOL C/ 120 ML  (NEO QUIMICA)	,	 53.80 
MASSAGEOL POMADA C/ 15 G (NEO QUIMICA)	,	 14.31 
MASSAGEOL POMADA C/ 30 G (NEO QUIMICA)	,	 23.30 
MASSE BISNAGA LAMINADA 50 G	,	 23.77 
MAT INSET REPELENTE LIQ. REFIL C/ 28 ML	,	 9.10 
MATER CARE CREME C/ 60 G	,	 95.71 
MATERFOLIC 5 MG C/ 30 COMP.	,	 38.31 
MATERGAM 300 MG AMP. C/ 1	,	 402.42 
MATERNA C/ 30 COMP.	,	 86.96 
MATERSKIN LOCAO CORPORAL C/ 120 G	,	 48.10 
MATERSKIN LOCAO CORPORAL C/ 200 G	,	 109.21 
MATERSKIN PG CREME-GEL C/ 120 G (COSMIATRIC)	,	 157.81 
MATERVIT C/ 30 COMP.	,	 73.55 
MATRICARIA F. DUTRA	,	 10.19 
MATRICARIA O. JR. 7 G	,	 10.95 
MATRICARIA PO C/24 PAPEIS SIMOES	,	 11.45 
MATRICARIA PO INF.1G C/10 VERITAS	,	 12.37 
MATRICE C/ 30 SACHES DE 12 G (COLAGENO) MOMENTA	,	 232.00 
MATRION C/ 30 COMP. (LIBBS)	,	 55.05 
MAXALGINA 1 G C/ 10 COMP. (NATULAB)	,	 30.41 
MAXALGINA 500 MG GTS. C/ 10 ML (NATULAB)	,	 12.33 
MAXALGINA 500 MG GTS. C/ 20 ML (NATULAB)	,	 16.91 
MAXALGINA XPE. INF. C/ 100 ML (NATULAB)	,	 28.84 
MAXALT 10 MG C/ 2 COMP.	,	 35.57 
MAXAPRAN 20 MG C/ 28 COMP. (C1)	,	 51.97 
MAXAQUIM 400 MG CPR. C/3	,	 73.02 
MAXAQUIM 400 MG CPR. C/7	,	 166.23 
MAXCEF 1 G INJ. C/1	,	 154.73 
MAXCEF 2 G INJ. C/1	,	 281.35 
MAXCEF 500 MG INJ C/1	,	 85.70 
MAXICRON 2% COLIRIO 5 ML	,	 11.29 
MAXICRON 4% COLIRIO 5 ML	,	 13.55 
MAXIDEX COLIRIO FR. C/ 5 ML	,	 10.94 
MAXIDEX POMADA OFTALMICA C/ 3.5 G	,	 37.63 
MAXIDRATE 6 MG/ G GEL NASAL C/ 30 G	,	 50.28 
MAXIDRATE GEL  0.45% C/ 30 G	,	 37.24 
MAXIFLOX-D COL. 5 ML SUSPENSAO	,	 40.00 
MAXIFLOX-D POM. C/ 3.5 G (LATINOFARMA)	,	 46.42 
MAXILERG COLIRIO C/ 5 ML (LATINOFARMA)	,	 39.83 
MAXILIV 500MG C/20	,	 14.60 
MAXILIV GTS 20ML	,	 14.62 
MAXIMUS A-Z CX. C/ 30 CAPS. (CIFARMA)	,	 125.09 
MAXINOM* POM. OFT. C/ 3.5 G (UNIAO QUIMICA)	,	 33.59 
MAXINUTRI COLAGENO HIDROLISADO C/ 250 G	,	 40.10 
MAXINUTRI ESPIRULINA 450 MG C/ 60 CAPS.	,	 29.00 
MAXINUTRI POTASSIO+ VIT. B12 C/ 60 CAPS.	,	 32.00 
MAXINUTRI VIT. B12 C/ 60 CAPS.	,	 24.35 
MAXITON  SORTIDOS	,	 8.20 
MAXITROL* COLIRIO 5 ML	,	 22.69 
MAXITROL* PDA. OFT. C/ 3.5 G	,	 37.03 
MAXPANTOL BABY CR. C/ 30 G (MASSIME)	,	 16.90 
MAXPANTOL DERMA CR. C/ 20 G (MASSIME)	,	 19.99 
MAXPANTOL DERMA LABIAL C/ 7.5 G (MASSIME)	,	 30.63 
MAXPANTOL DERMA SPRAY C/ 50 ML (MASSIME)	,	 29.90 
MAXRUB BABY C/ 40 G (MASSIME)	,	 32.97 
MAXSULID 400 MG C/ 10 COMP.	,	 46.46 
MAXTON C/ 50 G (SORTIDOS)	,	 7.00 
MAXXI D3 GOTAS C/ 20 ML	,	 93.02 
MAZITRON 500 MG C/ 3 CAPS. (UNIAO QUIMICA)	,	 57.27 
MEBEN C/6 CP. UCI FARMA	,	 3.99 
MEBEN SUS. 30ML UCI FARMA	,	 4.18 
MEBENDAZOL 100 MG C/ 6 COMP. (ALTEFAR)	,	 7.53 
MEBRON  C/20	,	 35.86 
MECACIN 600MG CPR C/10	,	 57.44 
MECACIN SUSP. 100ML	,	 49.02 
MECLIN 25 MG C/ 15 COMP. (APSEN)	,	 28.22 
MECLIN 50 MG C/ 15 COMP. (APSEN)	,	 50.84 
MECLIN JET 25 MG C/ 10 COMP.	,	 17.81 
MECLIN JET 50 MG C/ 10 COMP. 	,	 32.11 
MEDATO 10 MG C/ 30 COMP. (A3)	,	 43.66 
MEDCAPS COLAGENO C/ 60 CAPS.	,	 20.64 
MEDCAPS OLEO DE CHIA C/ 60 CAPS.	,	 20.64 
MEDCAPS OLEO DE COCO C/ 60 CAPS.	,	 20.64 
MEDGERON 75 MG C/ 30 COMP. (CINARIZINA)	,	 20.20 
MEDICAMENTO CONTROLADO (GERAL)	,	 135.84 
MEDICASP SH. C/ 130 ML (GENOMMA)	,	 58.35 
MEDIDOR GLICOSE LITE (G-TECH)	,	 39.20 
MEDPRAZOL 20 MG C/ 28 CAPS. (MEDQUIMICA)	,	 38.48 
MEDPRESS 250 MG C/ 30 (METILDOPA) MEDQUIMICA	,	 32.29 
MEDPRESS 500 MG C/ 30 (METILDOPA) MEDQUIMICA	,	 63.33 
MEDTRIM 200/40 MG SUSP. C/ 100 ML	,	 19.09 
MEDTRIM 400 C/ 1 COMP. (SULFA.+ TRIMET.)	,	 0.72 
MEDTRIM 400 MG C/ 20 COMP. (SULFA.+ TRIMET.)	,	 19.10 
MEDTRIM F 800/160 MG C/ 16 COMP.	,	 27.14 
MEDTRIM F SUSP. 400/80 MG C/ 100 ML	,	 32.94 
MEFLOX 400 MG C/ 7 COMP	,	 82.41 
MEFOXIN 1 G IV 10 ML	,	 43.09 
MEFOXIN 1G IN 2ML	,	 42.97 
MEFOXIN 2G IV 10 ML	,	 82.34 
MEGA GEL	,	 5.99 
MEGA MASS 400 G - BAUNILHA	,	 17.17 
MEGA MASS 400 G CHOCOLATE	,	 15.93 
MEGA MASS 400 G MORANGO	,	 15.93 
MEGA MASS 5000 1200 GR.	,	 71.07 
MEGATONICO C/ 400 ML (FERRO + FOSFORO + ASS.)	,	 3.62 
MEGESTAT  40 MG CPR. C/50	,	 119.92 
MEGESTAT 160 MG CPR. C/30	,	 270.41 
MEGESTRAN C/28	,	 14.35 
MEIA CALCA GESTANTE MEDIA PRES.	,	 52.36 
MEIA CALCA GESTANTE.C.MEL MEDIO	,	 65.01 
MEIA CALCA TRIFIL OPACA FIO 40	,	 11.38 
MEIA CALCA TRIFIL/RENDA SILICONADA	,	 14.89 
MEIA KENDAL 3/4 MEDIA COMPRESSAO	,	 63.65 
MEIA KENDAL 7/8 MEDIA COMPRESSAO (1943)	,	 49.17 
MEIA KENDALL MASCULINA	,	 50.49 
MEIA KENDALL S/ PONTEIRA P/ GESTANTE	,	 74.89 
MEIA MASCULINA PRETA G - (KENDALL)	,	 37.98 
MEIA TRIFIL BEBE MENINA C/ 1 PAR (COD 5025)	,	 3.75 
MEIA TRIFIL BEBE MENINO C/ 1 PAR (COD 5015)	,	 3.75 
MEIA TRIFIL ESPORTIVA LISA LONGA BRANCA C/2 PARES	,	 9.40 
MEIA TRIFIL ESPORTIVA LONGA C/ 1 PAR REF.8052	,	 4.90 
MEIA TRIFIL INF. SOQUETE MENINO C/ 1 PAR REF. 5515	,	 4.55 
MEIA TRIFIL INF. SOQUETINHA BAS. FEM. C/ 1 PAR	,	 4.55 
MEIA TRIFIL RECEM NASCIDO C/ 1 PAR (COD 5002)	,	 3.36 
MEIA TRIFIL SOCIAL MASC. GRAFITE C/ 1 PAR	,	 3.45 
MEIA TRIFIL SOQUETE FEMININO C/ 1 PAR	,	 5.25 
MEIA-CALCA ELASTICA B-D	,	 40.52 
MEL DE ALHO COMPOSTO XAP 200 ML	,	 15.03 
MEL E AGRIAO C/150 ML PHARMASCIENCE	,	 15.41 
MEL E AGRIAO E PROPOLIS 10OML J.COU	,	 13.13 
MEL E AGRIAO XAP 100 ML BIOFARMA	,	 9.98 
MEL E AGRIAO XAROPE 100ML(BARROS)	,	 11.38 
MEL E AGRIAO XPE. C/100ML LS	,	 7.61 
MEL E AGRIAO XPE. C/100ML SD	,	 14.71 
MEL EM SACHE	,	 0.16 
MEL ROSADO 30 ML           CATARIN.	,	 4.34 
MEL ROSADO C/30 ML         RAIF	,	 5.95 
MELAGRIAO XAROPE 150 ML (CATARINENSE)	,	 34.79 
MELATONINA C/ 300 COMP. (UNIAO QUIMICA)	,	 96.60 
MELATONINA GTS. C/ 20 ML (ARTE NATIVA)	,	 37.40 
MELATONINA GTS. C/ 20 ML (UNIAO QUIMICA)	,	 37.40 
MELATONINA+L-TRIPTOFANO C/ 60 COMP. (KATIGUA)	,	 46.89 
MELATOSSIL XPE. C/ 150ML (PHARMA SCIENCE)	,	 17.66 
MELFORT FR. C/ 100 G	,	 6.57 
MELHORAL AD. C/  8 COMP.	,	 12.00 
MELHORAL INF. C/ 8 COMP.	,	 6.57 
MELLERIL  10 MG C/ 20 COMP. (C1)	,	 11.47 
MELLERIL  25 MG C/ 20 DRGS. (C1)	,	 24.74 
MELLERIL  50 MG C/ 20 COMP. (C1)	,	 30.80 
MELLERIL 100 MG C/ 20 DRGS. (C1)	,	 56.13 
MELLERIL RET. 200 MG C/ 20 COMP. (C1)	,	 82.92 
MELLERIL SOL. 30 MG 50 ML (C1)	,	 39.81 
MELOCOX 15 MG C/ 10 COMP.	,	 45.63 
MELOTEC 15 C/10 (EMS)	,	 40.44 
MELOXICAM 15 MG C/ 10 COMP. (PHARLAB)	,	 19.38 
MELOXICAM 15 MG C/ 10 COMP.(UNICHEM FARMA)	,	 30.38 
MELOXIGRAN 15 MG (MELOXICAN)	,	 30.07 
MELOXIL 15 MG C/ 10 COMP.	,	 55.86 
MELPAZ GTS FR 15 ML	,	 7.16 
MELPOEJO XAROPE C/  60 ML	,	 6.68 
MELPOEJO XAROPE C/ 100 ML	,	 8.88 
MELXI SUS.100 ML	,	 60.89 
MEMANTINA 10 MG C/ 30 COMP. (C1) (ACTAVIS)	,	 93.32 
MEMANTINA 10 MG C/ 30 COMP. (C1) (BIOSINTETICA)	,	 90.49 
MEMANTINA 10 MG C/ 30 COMP. (C1) (EUROFARMA)	,	 113.82 
MEMANTINA 10 MG C/ 30 COMP. (C1) (MEDLEY)	,	 86.06 
MEMANTINA 10 MG C/ 60 COMP. (C1) (EUROFARMA)	,	 215.49 
MEME CR. PROTETOR P/ SEIOS S/ PERFUME	,	 19.63 
MEMOACTIVE CX. C/ 30 COMP. (DOVALLE)	,	 55.16 
MEMOACTIVE SUSP. C/ 120 ML (DOVALLE)	,	 49.25 
MEMORIN C/ 60 COMP. (MAXINUTRI)	,	 89.97 
MEMORIOGLUTAN C/ 50 CASP. (BUNKER)	,	 54.26 
MEMORIOGLUTAN LIQ. C/100ML	,	 8.35 
MEMORIOL B6 200 MG CX. C/ 20 DRGS.	,	 16.30 
MEMORIOL CX. C/ 30 COMP.	,	 63.12 
MEMORIOL CX. C/ 60 COMP.	,	 108.20 
MEMORISAN CAPS. C/40	,	 9.69 
MEMORIX POLIVITAMINICO  C/ 60 CAPS.	,	 69.79 
MENBEL 100 MG C/ 6 COMP. (GEOLAB)	,	 9.04 
MENELAT 30 MG C/ 30 COMP. (C1) (TORRENT)	,	 148.94 
MENOCOL 20 MG C/ 30 COMP. (MULTILAB)	,	 35.00 
MENOPAX 200 MG C/ 20 COMP. (CICLOFENILA)	,	 59.56 
MENOREST 37.5MG C/8 SIST	,	 75.28 
MENOREST 50.0MG C\8 SIST.	,	 87.96 
MENOREST 75.0MG 8 SIST	,	 111.77 
MENOSEDAN FASE C/ 28 DRAGEAS	,	 55.38 
MENOSTRESS 10 MG C/ 20 COMP.  DIAZEPAN (B1)  	,	 14.06 
MENOTENSIL DRG. C/21	,	 23.60 
MENTABON (MEBENDAZOL) 100MG  C/6 CPR	,	 4.69 
MENTABON SUSP. C/ 30 ML (M.Q.)	,	 7.93 
MENTELMIN 100 MG C/ 6 COMP. (SOBRAL)	,	 2.84 
MENTOLATUN 10 PASTLHAS EMS	,	 9.35 
MENTOS CONF. MASTIG. C/ 14 UNIDS CANELA 	,	 1.00 
MENTOS ICE MINT C/ 16 UNIDS	,	 1.05 
MERACILINA 500 MU C/ 12 COMP.	,	 12.66 
MERACILINA C/ 1 COMP.	,	 0.92 
MERACILINA ENV. C/ 10 COMP.	,	 9.24 
MERCILON CONTI 150/ 20 MCG C/ 28 COMP.	,	 56.94 
MERCILON CPR. C/21	,	 57.63 
MERENDEIRA AZPE PIU PIU C/ ALCA (3176)	,	 35.75 
MERENDEIRA ROLLER SKATE TAZ   (AZPE)	,	 35.75 
MERIGEST	,	 71.07 
MERITENE PO 400 G MORANGO	,	 2.827.68 
MERITOR 2/ 1000 MG C/ 30 COMP.	,	 56.09 
MERONEM IV 500 MG C/10 FRASCOS	,	 2.200.71 
MERTHIOCLEAN SOL. C/ 30 ML (GEOLAB)	,	 15.49 
MERTHIOCLEAN SPRAY C/ 45 ML (GEOLAB)	,	 25.12 
MERTHIOLATE INCOLOR 30 ML (NOVO)	,	 23.99 
MERTHIOLATE SPRAY C/ 30 ML	,	 25.99 
MERTHIOLATE SPRAY C/ 45 ML	,	 44.69 
MERTIOCURE 10 MG/ ML C/ 45 ML(AIRELA)	,	 16.71 
MESACOL 500 MG C/ 10 SUPOSITORIOS	,	 98.47 
MESALAZINA 800 MG C/ 30 COMP. (EMS)	,	 149.22 
MESALAZINA 800 MG C/ 30 COMP. (GERMED)	,	 133.37 
MESIGYNA SOL. INJ. SERINGA 1 ML+ AGULHA	,	 44.79 
MESMERIN 1MG C/20	,	 10.74 
MESMERIN 2 MG C/20	,	 17.46 
MESTINON CPR. C/20	,	 11.55 
METADEX CR (DEXAMETASONA) ORORIO	,	 17.97 
METADOXIL 500 MG C/ 30 COMP.	,	 70.74 
METAMUCIL LARANJA C/ 10 ENV. S/ AÇUCAR	,	 58.83 
METAMUCIL POTE C/ 174 G S/ LARANJA	,	 91.81 
METFORMINA 500 MG C/ 30 COMP. (TEUTO)	,	 7.98 
METFORMINA 850 MG C/ 30 COMP. (GEOLAB)	,	 12.07 
METFORMINA 850 MG C/ 30 COMP. (PRATI DONADOZZI)	,	 7.45 
METHERGIN AMP. 1 ML   UNIDADE	,	 3.36 
METHERGIN CX. C/ 12 DRAGEAS	,	 11.22 
METHOTREXATE 50 MG INJ.2 ML WYETH	,	 62.37 
METICORTEN  5 MG  C/ 20 COMP.	,	 23.15 
METICORTEN 20 MG C/ 10 COMP.	,	 32.56 
METILCORD 250 MG 30 COMP. METILDOPA LUPER	,	 42.80 
METILCORD 500 MG 30 COMP. METILDOPA LUPER	,	 81.71 
METILDOPA 250 MG C/ 30 COMP. (BIOSINTETICA)	,	 25.35 
METILDOPA 250 MG C/ 30 COMP. (EMS)	,	 27.73 
METILDOPA 250 MG C/ 30 COMP. (MEDLEY)	,	 25.23 
METILDOPA 500 MG C/ 30 COMP. (BIOSINTETICA)	,	 49.46 
METILDOPA 500 MG C/ 30 COMP. (EMS)	,	 51.62 
METILDOPA 500 MG C/ 30 COMP. (MEDLEY)	,	 50.92 
METILFENIDATO 10 MG C/ 30 COMP. (ALTHAIA)	,	 25.05 
METILFOLATO+B6+B12 C/ 30 COMP. (NATU BELL)	,	 64.35 
METILSEDOR CP. C/200	,	 83.47 
METILSEDOR GTS 10 ML	,	 7.54 
METIOCOLIM COMPOSTO FLAC C/100	,	 212.32 
METIOCOLIM COMPOSTO FLAC. C/12	,	 2.49 
METIOCOLIN B12 C/ 40 DRGS.	,	 25.05 
METIONINA VITAMINADA DRG C/20	,	 3.40 
METOCLOPRAM. INJ. 100X2 ARIST	,	 74.23 
METOCLOPRAMIDA (VOMINIL) C/20	,	 9.11 
METOCLOPRAMIDA (VOMINIL) GOTAS	,	 7.01 
METOCLOPRAMIDA 10MG C/20(CIFARMA)	,	 10.46 
METOCLOPRAMIDA C/12   BUNKER	,	 12.01 
METOCLOPRAMIDA C/20   DE	,	 7.55 
METOCLOPRAMIDA C/20 (TEUTO)	,	 7.11 
METOCLOPRAMIDA C/4 CP BUNKER	,	 34.38 
METOCLOPRAMIDA GTS 10 ML (VOMISTOP)	,	 7.51 
METOCLOPRAMIDA GTS 10ML(CIFARMA)	,	 8.70 
METOCLOPRAMIDA GTS. C/ 10 ML (TEUTO)	,	 6.48 
METOCLOPRAMIDA GTS. C/10ML BUNKER	,	 7.15 
METOCLOPRAMIDA GTS. C/10ML DE	,	 4.40 
METOCLOPRAMIDA INJ 1 AMP EMIS	,	 1.40 
METOPROLOL  25 MG C/ 30 COMP. (BIOLAB)	,	 23.36 
METOPROLOL  25 MG C/ 30 COMP. (PHARLAB)	,	 22.42 
METOPROLOL  25 MG C/ 30 COMP.(CIMED)	,	 28.14 
METOPROLOL  50 MG C/ 30 COMP. (PHARLAB)	,	 45.04 
METOPROLOL  50 MG C/ 30 COMP.(BIOLAB)	,	 46.90 
METREXATO 2.5 MG C/ 24 COMP. (BLAU)	,	 38.64 
METRI 500 MG C/ 30 COMP.	,	 78.12 
METRONIDAZOL* 250 MG C/ 20 COMP. (NEO QUIMICA)	,	 13.52 
METRONIDAZOL* 400 MG C/ 24 COMP. (TEUTO)	,	 21.49 
METRONIDAZOL* GEL VAGINAL C/ 50 G (NOVA QUIMICA)	,	 33.33 
MEUS CACHINHOS NOVEX KIT SH.+ COND. C/ 300 ML CADA	,	 29.74 
MEVACOR 20 MG  C/10	,	 45.22 
MEVACOR 20 MG  C/30	,	 120.36 
MEVAMOX 15MG C/10 (TEUTO)	,	 27.75 
MEVAMOX 7.5 C/15 (TEUTO)	,	 22.21 
MEXITIL 100 MG CAPS. C/20	,	 24.81 
MEXITIL 200 MG CAPS. C/30	,	 34.97 
MIACALCIC  50 UI 5X1ML	,	 0.00 
MIACALCIC  50 UI C/SER. 5X0.5 ML	,	 179.18 
MIACALCIC  50 UI SPRAY NASAL	,	 149.89 
MIACALCIC 100 UI 5X1ML	,	 265.67 
MIACALCIC 100UI 5X1ML C/SERINGAS	,	 321.11 
MIACALCIC INJ. 50 U.I. C/1 DOSE	,	 35.55 
